0.73139 0.16923
0.74571 0.17224
0.72578 0.19078
0.72947 0.21692
0.72328 0.22770
0.71580 0.25912
0.70838 0.28798
0.69458 0.32606
0.68003 0.37738
0.66704 0.42037
0.65016 0.48424
0.61321 0.54858
0.59549 0.60186
0.58649 0.63101
0.56400 0.69692
0.54219 0.73854
0.50225 0.77109
0.49228 0.79946
0.46036 0.80973
0.45288 0.82660
0.43198 0.83448
0.39588 0.83491
0.39895 0.83129
0.36592 0.83912
0.35791 0.80336
0.36336 0.79351
0.35776 0.76867
0.33164 0.76265
0.33546 0.71677
0.33331 0.71329
0.39496 0.67036
0.33402 0.62960
0.35089 0.58982
0.40518 0.56425
0.38072 0.58013
0.32802 0.52985
0.37056 0.50156
0.31743 0.43180
0.29438 0.44540
0.30356 0.42766
0.28653 0.39555
0.34245 0.40280
0.29718 0.35612
0.32097 0.34737
0.30905 0.30915
0.30684 0.27169
0.30101 0.24536
0.30940 0.21736
0.29694 0.20595
0.28489 0.18702
0.26250 0.17435
0.24854 0.17708
0.24338 0.16691
0.22639 0.16966
0.21683 0.18148
0.21542 0.19327
0.21730 0.20579
0.22623 0.23810
0.22839 0.25628
0.22796 0.28058
0.24602 0.34797
0.22938 0.40817
0.22639 0.41966
0.22080 0.51435
0.20546 0.54672
0.21126 0.55909
0.19411 0.60173
0.17358 0.64970
0.16363 0.65640
0.15335 0.67119
0.14351 0.69924
0.15289 0.70541
0.17317 0.69901
0.20386 0.69733
0.21605 0.69078
0.27112 0.68995
0.31030 0.68823
0.38781 0.68816
0.46031 0.71908
0.49590 0.70138
0.56194 0.74720
0.63347 0.74057
0.67681 0.77105
0.71731 0.77372
0.74922 0.77806
0.76761 0.77681
0.78896 0.76098
0.80977 0.75402
0.81317 0.73244
0.82566 0.70065
0.83112 0.67451
0.84463 0.65265
0.84734 0.63162
0.84660 0.59315
0.83836 0.55903
0.82790 0.55224
0.82487 0.50699
0.81372 0.51811
0.84066 0.46896
0.79100 0.45807
