0.54621 0.31856
0.82644 0.20273
0.51723 0.29908
0.70605 0.48121
0.72715 0.25801
0.75015 0.35148
0.79170 0.30695
0.75408 0.33128
0.73118 0.45163
0.74206 0.41813
0.72433 0.56739
0.53665 0.69516
0.53966 0.72735
0.62645 0.57134
0.60319 0.77756
0.59505 0.81556
0.41891 0.82310
0.53640 0.84889
0.43160 0.74830
0.57916 0.77573
0.56799 0.76497
0.36278 0.72678
0.56403 0.69574
0.34435 0.82999
0.36492 0.56416
0.47495 0.60237
0.45531 0.54701
0.28313 0.65727
0.32008 0.52243
0.31239 0.65828
0.61751 0.58629
0.32509 0.53948
0.41068 0.50025
0.66977 0.51923
0.59213 0.72093
0.37949 0.61351
0.63858 0.59686
0.39104 0.32949
0.27608 0.52767
0.34885 0.54553
0.22834 0.46106
0.65495 0.68067
0.28054 0.48596
0.47408 0.61678
0.36170 0.49401
0.35219 0.36354
0.32938 0.32752
0.52195 0.23706
0.50054 0.32103
0.51093 0.24270
0.35149 0.18360
0.32720 0.33383
0.46098 0.15237
0.32244 0.14980
0.29101 0.24749
0.35664 0.26325
0.41198 0.22710
0.50007 0.38011
0.47254 0.29906
0.42431 0.24928
0.52252 0.47463
0.40067 0.57870
0.39924 0.37222
0.40669 0.65582
0.37683 0.59420
0.49273 0.42539
0.46789 0.47926
0.39498 0.63881
0.37142 0.51428
0.29898 0.49786
0.17129 0.67334
0.18909 0.66552
0.25896 0.55635
0.35305 0.52773
0.18423 0.47118
0.32567 0.47192
0.25294 0.45301
0.41578 0.42575
0.50346 0.59398
0.32557 0.38760
0.39331 0.63777
0.57065 0.48826
0.59153 0.67858
0.66486 0.65525
0.72646 0.69759
0.67729 0.73608
0.72033 0.62614
0.81297 0.72968
0.64974 0.66541
0.69117 0.48396
0.65161 0.46683
0.80458 0.56822
0.79846 0.69194
0.76641 0.50244
0.64558 0.37562
0.53164 0.62265
0.55190 0.30216
0.49755 0.64026
0.81778 0.31192
0.48398 0.35727
