0.82431 0.15051
0.81789 0.16049
0.80979 0.17222
0.80009 0.18577
0.78892 0.20121
0.77648 0.21852
0.76303 0.23765
0.74888 0.25847
0.73433 0.28085
0.71967 0.30461
0.70510 0.32962
0.69073 0.35568
0.67659 0.38261
0.66261 0.41014
0.64861 0.43801
0.63438 0.46578
0.61963 0.49303
0.60418 0.51933
0.58763 0.54413
0.56993 0.56702
0.55084 0.58735
0.53040 0.60441
0.50932 0.61743
0.48762 0.62574
0.46658 0.62817
0.44702 0.62507
0.42945 0.61614
0.41435 0.60224
0.40265 0.58347
0.39405 0.56155
0.38908 0.53639
0.38579 0.50908
0.38560 0.48012
0.38760 0.45008
0.39061 0.41950
0.39450 0.38825
0.39921 0.35729
0.40329 0.32680
0.40659 0.29764
0.40838 0.26982
0.40786 0.24376
0.40463 0.21990
0.39791 0.19839
0.38762 0.17967
0.37349 0.16396
0.35570 0.15158
0.33464 0.14284
0.31105 0.13795
0.28585 0.13710
0.26019 0.14034
0.23517 0.14763
0.21180 0.15884
0.19082 0.17375
0.17267 0.19217
0.15753 0.21394
0.14534 0.23891
0.13589 0.26696
0.12889 0.29799
0.12402 0.33179
0.12097 0.36808
0.11951 0.40648
0.11938 0.44642
0.12049 0.48727
0.12275 0.52835
0.12621 0.56889
0.13099 0.60816
0.13727 0.64551
0.14533 0.68035
0.15548 0.71224
0.16807 0.74092
0.18345 0.76627
0.20193 0.78827
0.22376 0.80706
0.24910 0.82284
0.27791 0.83584
0.31001 0.84633
0.34496 0.85459
0.38215 0.86086
0.42079 0.86538
0.46007 0.86832
0.49925 0.86986
0.53768 0.87003
0.57490 0.86889
0.61062 0.86635
0.64466 0.86227
0.67688 0.85643
0.70718 0.84852
0.73539 0.83819
0.76133 0.82508
0.78480 0.80891
0.80562 0.78956
0.82367 0.76720
0.83890 0.74233
0.85141 0.71578
0.86138 0.68865
0.86912 0.66209
0.87499 0.63700
0.87933 0.61416
0.88258 0.59357
0.88452 0.57535
