0.69186 0.19595
0.76034 0.16977
0.68627 0.19826
0.72665 0.24963
0.72821 0.21238
0.73007 0.25529
0.73713 0.26971
0.72080 0.30938
0.70568 0.38841
0.69959 0.42292
0.68127 0.52628
0.59639 0.62320
0.58233 0.67963
0.59902 0.65942
0.57389 0.76521
0.55390 0.80088
0.47827 0.81934
0.49977 0.83829
0.45052 0.81385
0.47908 0.82596
0.46065 0.82362
0.38670 0.81073
0.43671 0.79748
0.36083 0.83358
0.36083 0.73915
0.39581 0.73933
0.38936 0.70314
0.32027 0.73013
0.33485 0.65234
0.33074 0.69523
0.48638 0.63904
0.33506 0.59267
0.37911 0.54989
0.51661 0.54024
0.46633 0.63030
0.34510 0.55444
0.46641 0.52891
0.33640 0.38684
0.27948 0.46662
0.30933 0.46058
0.26065 0.41236
0.42678 0.48212
0.28878 0.39228
0.36014 0.41943
0.32492 0.35765
0.32417 0.29698
0.31822 0.26780
0.36686 0.22650
0.35438 0.23193
0.34850 0.20066
0.30717 0.17856
0.29610 0.20166
0.31641 0.16276
0.28555 0.16177
0.27658 0.18416
0.29001 0.19458
0.30569 0.19667
0.33558 0.25300
0.33667 0.25077
0.32841 0.25770
0.37133 0.37126
0.32506 0.45087
0.32062 0.40094
0.31499 0.55959
0.28904 0.56545
0.31966 0.52540
0.29044 0.57234
0.24696 0.64712
0.22572 0.61818
0.19494 0.62198
0.15549 0.67454
0.16116 0.67104
0.18408 0.63873
0.21847 0.62583
0.18607 0.60354
0.24734 0.59687
0.25237 0.58562
0.34095 0.57413
0.41461 0.63484
0.39926 0.56944
0.47333 0.67031
0.58403 0.63205
0.63463 0.70958
0.69462 0.71245
0.74155 0.73124
0.75111 0.74279
0.77899 0.71294
0.81181 0.72942
0.78422 0.70327
0.79804 0.64962
0.79196 0.62707
0.82360 0.62622
0.82079 0.62953
0.81101 0.56486
0.77885 0.51197
0.74416 0.55109
0.74058 0.44832
0.71456 0.52869
0.80700 0.41352
0.68164 0.41459
