0.78130 0.15831
0.77392 0.16923
0.76500 0.18212
0.75480 0.19708
0.74335 0.21423
0.73087 0.23371
0.71761 0.25545
0.70390 0.27936
0.69007 0.30520
0.67647 0.33253
0.66333 0.36103
0.65067 0.39022
0.63871 0.41965
0.62728 0.44888
0.61592 0.47826
0.60435 0.50722
0.59181 0.53586
0.57853 0.56423
0.56322 0.59183
0.54656 0.61870
0.52762 0.64362
0.50644 0.66526
0.48565 0.68209
0.46331 0.69320
0.44307 0.69490
0.42564 0.69005
0.41054 0.67727
0.39761 0.65972
0.38957 0.63605
0.38419 0.61229
0.38422 0.58559
0.38060 0.55890
0.38188 0.53243
0.38539 0.50657
0.38675 0.48183
0.38780 0.45445
0.39180 0.42711
0.39298 0.39795
0.39450 0.37019
0.39586 0.34112
0.39526 0.31164
0.39419 0.28335
0.38890 0.25514
0.38208 0.22936
0.37166 0.20562
0.35822 0.18505
0.34165 0.16838
0.32243 0.15591
0.30071 0.14823
0.27749 0.14535
0.25356 0.14759
0.23009 0.15506
0.20804 0.16744
0.18803 0.18476
0.17082 0.20668
0.15673 0.23273
0.14575 0.26243
0.13774 0.29534
0.13223 0.33063
0.12882 0.36780
0.12718 0.40648
0.12661 0.44578
0.12715 0.48495
0.12860 0.52428
0.13100 0.56254
0.13470 0.59960
0.13980 0.63532
0.14679 0.66925
0.15613 0.70088
0.16817 0.73016
0.18329 0.75689
0.20189 0.78075
0.22419 0.80168
0.25036 0.81968
0.28032 0.83471
0.31426 0.84688
0.35156 0.85625
0.39194 0.86302
0.43435 0.86758
0.47761 0.86970
0.52112 0.87029
0.56377 0.86884
0.60457 0.86602
0.64306 0.86148
0.67880 0.85533
0.71150 0.84734
0.74108 0.83721
0.76749 0.82475
0.79063 0.80954
0.81072 0.79139
0.82779 0.77033
0.84209 0.74658
0.85372 0.72059
0.86295 0.69295
0.87002 0.66472
0.87526 0.63711
0.87907 0.61020
0.88146 0.58590
0.88358 0.56252
0.88262 0.54196
